addr	name	size	rtti_classes	format_magics	api_calls	key_strings
1402d6310	FUN_1402d6310	27	DLL			
1402d633c	operator()<>	61				
1402d637c	FUN_1402d637c	669	FUN_1402d637c			
1402d661c	setlocale	76	setlocale			
1402d6668	FUN_1402d6668	47	FUN_1402d6668			
1402d66a0	FUN_1402d66a0	141	FUN_1402d66a0			
1402d6730	common_fsopen<char>	185				
1402d67ec	common_fsopen<wchar_t>	201				
1402d68b8	common_fsopen<char>	5				
1402d68c0	common_fsopen<wchar_t>	5				
1402d68c8	FUN_1402d68c8	11				
1402d68e0	thunk_FUN_1402e7cc0	5				
1402d68f0	__strncnt	21				
1402d6910	FUN_1402d6910	385				
1402d6aa0	FUN_1402d6aa0	328				
1402d6bf0	FUN_1402d6bf0	518				
1402d6df8	FUN_1402d6df8	246	FUN_1402d6df8			
1402d6ef0	FUN_1402d6ef0	3804	FUN_1402d6ef0			
1402d7dcc	FUN_1402d7dcc	333	FUN_1402d7dcc			
1402d7f1c	FUN_1402d7f1c	1284	FUN_1402d7f1c			
1402d8420	FUN_1402d8420	394	FUN_1402d8420			
1402d85ac	FUN_1402d85ac	394	FUN_1402d85ac			
1402d8738	FUN_1402d8738	1748	FUN_1402d8738			
1402d8e10	FUN_1402d8e10	30	FUN_1402d8e10			
1402d8e30	FUN_1402d8e30	393	FUN_1402d8e30			
1402d8fc0	FUN_1402d8fc0	126				
1402d9040	FUN_1402d9040	60	DLL			
1402d9098	FUN_1402d9098	817	FUN_1402d9098			
1402d93cc	__acrt_LCMapStringA	150				
1402d9464	operator()<>	63				
1402d94a4	operator()<>	61				
1402d94e4	operator()<>	69				
1402d952c	operator()<>	95				
1402d958c	construct_ptd_array	205	construct_ptd_array			
1402d965c	FUN_1402d965c	32				
1402d967c	destroy_ptd_array	245	destroy_ptd_array			
1402d9774	FUN_1402d9774	181	DLL;FUN_1402d9774			
1402d982c	replace_current_thread_locale_nolock	103	replace_current_thread_locale_nolock			
1402d9894	FUN_1402d9894	24				
1402d98b0	FUN_1402d98b0	65	DLL;FUN_1402d98b0			
1402d98f4	FUN_1402d98f4	144	DLL;FUN_1402d98f4			
1402d9984	FUN_1402d9984	91	DLL;FUN_1402d9984			
1402d99e0	FUN_1402d99e0	68	DLL			
1402d9a24	FUN_1402d9a24	34	DLL			
1402d9a48	__acrt_update_locale_info	49				
1402d9a7c	FUN_1402d9a7c	53				
1402d9ab4	FUN_1402d9ab4	49				
1402d9ae8	FUN_1402d9ae8	53				
1402d9b20	FUN_1402d9b20	322	FUN_1402d9b20			
1402d9c70	FUN_1402d9c70	289	FUN_1402d9c70			
1402d9d9c	FUN_1402d9d9c	115	FUN_1402d9d9c			
1402d9e10	FUN_1402d9e10	18				
1402d9e24	iswctype	108	DLL;iswctype			
1402d9e90	_isctype_l	264				
1402d9fa0	_malloc_base	94	DLL			
1402da000	FUN_1402da000	915	FUN_1402da000			
1402da394	FUN_1402da394	260	FUN_1402da394			
1402da498	FUN_1402da498	480	FUN_1402da498			
1402da67c	FUN_1402da67c	213	FUN_1402da67c			
1402da754	FUN_1402da754	333	FUN_1402da754			
1402da8a4	FUN_1402da8a4	338	FUN_1402da8a4			
1402da9f8	should_round_up	278	should_round_up			
1402dab10	FUN_1402dab10	740	FUN_1402dab10			
1402dadf8	FUN_1402dadf8	432	DLL;FUN_1402dadf8			
1402dafa8	FUN_1402dafa8	376	FUN_1402dafa8			
1402db120	FUN_1402db120	56				
1402db158	FUN_1402db158	445	FUN_1402db158			
1402db318	FUN_1402db318	163	FUN_1402db318			
1402db3bc	FUN_1402db3bc	71	FUN_1402db3bc			
1402db404	FUN_1402db404	437	FUN_1402db404			
1402db5bc	_fileno	39				
1402db5e4	FUN_1402db5e4	24				
1402db5fc	FUN_1402db5fc	403	FUN_1402db5fc			
1402db790	FUN_1402db790	73				
1402db7dc	FUN_1402db7dc	199	FUN_1402db7dc			
1402db8a4	FUN_1402db8a4	61				
1402db8e4	FUN_1402db8e4	253	DLL;FUN_1402db8e4			
1402db9e4	FUN_1402db9e4	264	DLL;FUN_1402db9e4			
1402dbaec	__acrt_initialize_lowio	59				
1402dbb28	__acrt_uninitialize_lowio	64				
1402dbb7c	FUN_1402dbb7c	90	DLL;FUN_1402dbb7c			
1402dbbd8	FUN_1402dbbd8	56				
1402dbc10	FUN_1402dbc10	433	DLL;FUN_1402dbc10		GetProcAddress	
1402dbdc4	FUN_1402dbdc4	92				
1402dbe20	FUN_1402dbe20	92				
1402dbe7c	FUN_1402dbe7c	92				
1402dbed8	FUN_1402dbed8	92				
1402dbf34	FUN_1402dbf34	74				
1402dbf80	FUN_1402dbf80	193	DLL;FUN_1402dbf80			
1402dc044	FUN_1402dc044	164	FUN_1402dc044			
1402dc0e8	FlsAlloc	7	DLL			
1402dc0f0	FlsFree	7	DLL			
1402dc0f8	FlsGetValue	7	DLL			
1402dc100	FUN_1402dc100	10				
1402dc10c	FlsSetValue	7	DLL			
1402dc114	FUN_1402dc114	197	DLL;FUN_1402dc114			
1402dc1dc	FUN_1402dc1dc	148	DLL;FUN_1402dc1dc			
1402dc270	FUN_1402dc270	184	DLL;FUN_1402dc270			
1402dc328	FUN_1402dc328	112	DLL;FUN_1402dc328			
1402dc398	InitializeCriticalSectionEx	7	DLL			
1402dc3a0	FUN_1402dc3a0	103	DLL			
1402dc408	FUN_1402dc408	135	FUN_1402dc408			
1402dc490	FUN_1402dc490	242	DLL;FUN_1402dc490			
1402dc584	FUN_1402dc584	98	FUN_1402dc584			
1402dc5e8	FUN_1402dc5e8	127	FUN_1402dc5e8			
1402dc668	FUN_1402dc668	80				
1402dc6b8	FUN_1402dc6b8	66				
1402dc6fc	FUN_1402dc6fc	132				
1402dc780	FUN_1402dc780	20				
1402dc794	FUN_1402dc794	423				
1402dc93c	FUN_1402dc93c	149				
1402dc9d4	FUN_1402dc9d4	48	DLL;FUN_1402dc9d4			
1402dca04	FUN_1402dca04	233	FUN_1402dca04			
1402dcaf0	FUN_1402dcaf0	66				
1402dcb34	__acrt_uninitialize_winapi_thunks	65	DLL			
1402dcb78	FUN_1402dcb78	144	DLL			
1402dcc08	FUN_1402dcc08	222	DLL;FUN_1402dcc08			
1402dcce8	_getdrive	246	DLL			
1402dcde0	FUN_1402dcde0	72	FUN_1402dcde0			
1402dce28	__acrt_get_sigabrt_handler	46				
1402dce58	FUN_1402dce58	29				
1402dce78	FUN_1402dce78	602	FUN_1402dce78			
1402dd0d4	__acrt_stdio_parse_mode<char>	705				
1402dd398	__acrt_stdio_parse_mode<wchar_t>	770				
1402dd69c	FUN_1402dd69c	154	FUN_1402dd69c			
1402dd738	FUN_1402dd738	154	FUN_1402dd738			
1402dd7e0	_calloc_base	117	DLL			
1402dd858	FUN_1402dd858	178	DLL;FUN_1402dd858			
1402dd90c	__acrt_stdio_free_buffer_nolock	66				
1402dd950	FUN_1402dd950	119	FUN_1402dd950			
1402dd9c8	FUN_1402dd9c8	193	FUN_1402dd9c8			
1402dda8c	FUN_1402dda8c	152	FUN_1402dda8c			
1402ddb24	FUN_1402ddb24	205	DLL;FUN_1402ddb24			
1402ddbf4	FUN_1402ddbf4	86	FUN_1402ddbf4			
1402ddc4c	__acrt_stdio_free_stream	28				
1402ddc68	FUN_1402ddc68	233	DLL;FUN_1402ddc68			
1402ddd54	FUN_1402ddd54	63	FUN_1402ddd54			
1402ddd94	FUN_1402ddd94	67	FUN_1402ddd94			
1402dddd8	FUN_1402dddd8	47	FUN_1402dddd8			
1402dde08	FUN_1402dde08	101	FUN_1402dde08			
1402dde70	FUN_1402dde70	378	FUN_1402dde70			
1402ddff0	FUN_1402ddff0	882	FUN_1402ddff0			
1402de370	FUN_1402de370	42	FUN_1402de370			
1402de3a0	FUN_1402de3a0	778	DLL;FUN_1402de3a0			
1402de6b0	FUN_1402de6b0	42	FUN_1402de6b0			
1402de6e0	FUN_1402de6e0	51				
1402de720	FUN_1402de720	345	FUN_1402de720			
1402de880	FUN_1402de880	29	FUN_1402de880			
1402de8a0	FUN_1402de8a0	90	FUN_1402de8a0			
1402de920	FUN_1402de920	10	FUN_1402de920			
1402de930	FUN_1402de930	10	FUN_1402de930			
1402de940	FUN_1402de940	29	FUN_1402de940			
1402de960	FUN_1402de960	13	FUN_1402de960			
1402de970	_realloc_base	122	DLL			
1402de9ec	FUN_1402de9ec	211	FUN_1402de9ec			
1402deac0	common_xtox_s<unsigned_long,wchar_t>	105				
1402deb2c	FID_conflict:_ltow_s	32				
1402deb4c	FUN_1402deb4c	71				
1402deba0	FUN_1402deba0	131				
1402dec24	FUN_1402dec24	289	DLL;FUN_1402dec24			
1402ded48	FUN_1402ded48	162	DLL;FUN_1402ded48			
1402dedec	FUN_1402dedec	139	DLL;FUN_1402dedec			
1402dee78	_commit	145				
1402def0c	FUN_1402def0c	1171	DLL;FUN_1402def0c			
1402df3a0	FUN_1402df3a0	263	DLL;FUN_1402df3a0			
1402df4a8	FUN_1402df4a8	283	DLL;FUN_1402df4a8			
1402df5c4	FUN_1402df5c4	372	DLL;FUN_1402df5c4			
1402df738	FUN_1402df738	152	FUN_1402df738			
1402df7d0	FUN_1402df7d0	285	FUN_1402df7d0			
1402df8f0	FUN_1402df8f0	815	DLL;FUN_1402df8f0			
1402dfc20	FUN_1402dfc20	286	FUN_1402dfc20			
1402dfd40	FUN_1402dfd40	175	DLL;FUN_1402dfd40			
1402dfdf0	FUN_1402dfdf0	154	FUN_1402dfdf0			
1402dfe8c	thunk_FUN_1402dfc20	5				
1402dfe94	FUN_1402dfe94	154	FUN_1402dfe94			
1402dff30	thunk_FUN_1402dfd40	5				
1402dff38	FUN_1402dff38	107	FUN_1402dff38			
1402dffa4	FUN_1402dffa4	336	FUN_1402dffa4			
1402e00f4	FUN_1402e00f4	347	FUN_1402e00f4			
1402e0250	FUN_1402e0250	390	DLL;FUN_1402e0250			
1402e03d8	FUN_1402e03d8	85				
1402e0430	FUN_1402e0430	154	FUN_1402e0430			
1402e04cc	thunk_FUN_1402dffa4	5				
1402e04d4	FUN_1402e04d4	247	FUN_1402e04d4			
1402e05cc	FUN_1402e05cc	251	FUN_1402e05cc			
1402e06c8	FUN_1402e06c8	136	DLL;FUN_1402e06c8			
1402e0750	FUN_1402e0750	203	FUN_1402e0750			
1402e081c	FUN_1402e081c	204	FUN_1402e081c			
1402e08e8	FUN_1402e08e8	507	DLL;FUN_1402e08e8			
1402e0ae4	FUN_1402e0ae4	815	DLL;FUN_1402e0ae4			
1402e0e14	FUN_1402e0e14	286	FUN_1402e0e14			
1402e0f34	FUN_1402e0f34	1119	DLL;FUN_1402e0f34			
1402e1394	FUN_1402e1394	362	FUN_1402e1394			
1402e1500	__acrt_stdio_allocate_buffer_nolock	107				
1402e1570	fegetround	20				
1402e15d4	FUN_1402e15d4	8				
1402e15dc	FUN_1402e15dc	8				
1402e15e4	FUN_1402e15e4	8				
1402e15ec	FUN_1402e15ec	8				
1402e15f4	FUN_1402e15f4	8				
1402e15fc	FUN_1402e15fc	47				
1402e162c	FUN_1402e162c	47				
1402e165c	FUN_1402e165c	47				
1402e168c	FUN_1402e168c	761	FUN_1402e168c			
1402e1988	FUN_1402e1988	500	FUN_1402e1988			
1402e1b80	FUN_1402e1b80	224	FUN_1402e1b80			
1402e1c64	FUN_1402e1c64	637	FUN_1402e1c64			
1402e1ee4	FUN_1402e1ee4	391	DLL;FUN_1402e1ee4			
1402e206c	FUN_1402e206c	279	FUN_1402e206c			
1402e2184	FUN_1402e2184	127	FUN_1402e2184			
1402e2204	__tzset	66				
1402e2248	_isindst	48				
1402e2278	FUN_1402e2278	25				
1402e2294	FUN_1402e2294	24				
1402e22c0	FUN_1402e22c0	428	DLL;FUN_1402e22c0			
1402e246c	FUN_1402e246c	569	FUN_1402e246c			
1402e26a8	FUN_1402e26a8	387	FUN_1402e26a8			
1402e282c	FUN_1402e282c	862	DLL;FUN_1402e282c			
1402e2b8c	thunk_FUN_1402e246c	5				
1402e2b94	FUN_1402e2b94	462	FUN_1402e2b94			
1402e2d64	getSystemCP	125	DLL;getSystemCP			
1402e2de4	FUN_1402e2de4	152	FUN_1402e2de4			
1402e2e7c	FUN_1402e2e7c	501	DLL;FUN_1402e2e7c			
1402e3074	FUN_1402e3074	623	FUN_1402e3074			
1402e32e4	update_thread_multibyte_data_internal	183	update_thread_multibyte_data_internal			
1402e339c	__acrt_initialize_multibyte	96				
1402e33fc	FUN_1402e33fc	28				
1402e3418	FUN_1402e3418	712	DLL;FUN_1402e3418			
1402e36e0	FUN_1402e36e0	37	DLL			
1402e3708	FUN_1402e3708	270	DLL;FUN_1402e3708			
1402e3818	FUN_1402e3818	156	DLL;FUN_1402e3818			
1402e38b4	FUN_1402e38b4	855	FUN_1402e38b4			
1402e3c0c	FUN_1402e3c0c	867	DLL;FUN_1402e3c0c			
1402e3f70	FUN_1402e3f70	227	FUN_1402e3f70			
1402e4058	FUN_1402e4058	237	FUN_1402e4058			
1402e4148	thunk_FUN_1402e38b4	5				
1402e4150	thunk_FUN_1402e3c0c	5				
1402e4160	_recalloc_base	149				
1402e4220	FUN_1402e4220	28	DLL			
1402e4278	FUN_1402e4278	126	FUN_1402e4278			
1402e42f8	FUN_1402e42f8	59	FUN_1402e42f8			
1402e4334	__acrt_lowio_create_handle_array	165	DLL			
1402e43dc	__acrt_lowio_destroy_handle_array	80	DLL			
1402e442c	__acrt_lowio_ensure_fh_exists	168				
1402e44d4	__acrt_lowio_lock_fh	39	DLL			
1402e44fc	FUN_1402e44fc	191	DLL;FUN_1402e44fc			
1402e45bc	__acrt_lowio_unlock_fh	39	DLL			
1402e45e4	_alloc_osfhnd	318	DLL			
1402e4724	FUN_1402e4724	186	DLL;FUN_1402e4724			
1402e47e0	FUN_1402e47e0	117				
1402e4870	__acrt_locale_free_monetary	266				
1402e497c	FUN_1402e497c	1307	FUN_1402e497c			
1402e4e98	__acrt_locale_free_numeric	108				
1402e4f04	FUN_1402e4f04	743	FUN_1402e4f04			
1402e51ec	FUN_1402e51ec	50	FUN_1402e51ec			
1402e5220	initialize_lc_time	830	initialize_lc_time			
1402e5560	__acrt_locale_free_time	264				
1402e5668	__acrt_locale_initialize_time	156				
1402e5710	FUN_1402e5710	86	FUN_1402e5710			
1402e5770	wcsncmp	52				
1402e57b0	FUN_1402e57b0	88	FUN_1402e57b0			
1402e5808	FUN_1402e5808	399	DLL;FUN_1402e5808			
1402e5998	__acrt_add_locale_ref	139				
1402e5a24	__acrt_free_locale	374				
1402e5b9c	__acrt_locale_add_lc_time_reference	39				
1402e5bc4	__acrt_locale_free_lc_time_if_unreferenced	55				
1402e5bfc	__acrt_locale_release_lc_time_reference	37				
1402e5c24	__acrt_release_locale_ref	168				
1402e5ccc	__acrt_update_thread_locale_data	109				
1402e5d3c	_updatetlocinfoEx_nolock	101				
1402e5da4	FUN_1402e5da4	164	FUN_1402e5da4			
1402e5e4c	GetLocaleNameFromLangCountry	207	GetLocaleNameFromLangCountry			
1402e5f1c	GetLocaleNameFromLanguage	152	GetLocaleNameFromLanguage			
1402e5fb4	FUN_1402e5fb4	753	FUN_1402e5fb4			
1402e62a8	FUN_1402e62a8	233	FUN_1402e62a8			
1402e6394	FUN_1402e6394	191	FUN_1402e6394			
1402e6454	FUN_1402e6454	106	FUN_1402e6454			
1402e64c0	TranslateName	153	TranslateName			
1402e655c	FUN_1402e655c	632	DLL;FUN_1402e655c			
1402e67d8	FUN_1402e67d8	232	DLL;FUN_1402e67d8			
1402e68c0	GetLcidFromLangCountry	205	DLL;GetLcidFromLangCountry			
1402e6990	GetLcidFromLanguage	150	DLL;GetLcidFromLanguage			
1402e6a28	FUN_1402e6a28	579	DLL;FUN_1402e6a28			
1402e6c6c	FUN_1402e6c6c	264	DLL;FUN_1402e6c6c			
1402e6d74	FUN_1402e6d74	79				
1402e6dc4	FUN_1402e6dc4	178	DLL;FUN_1402e6dc4			
1402e6e78	FUN_1402e6e78	186	DLL;FUN_1402e6e78			
1402e6f34	FUN_1402e6f34	133	FUN_1402e6f34			
1402e6fbc	FUN_1402e6fbc	640	DLL;FUN_1402e6fbc			
1402e7240	thunk_FUN_1402e7250	5				
1402e7250	FUN_1402e7250	238	DLL;FUN_1402e7250			
1402e7350	FUN_1402e7350	71	DLL;FUN_1402e7350			
1402e73a0	_msize_base	57	DLL			
1402e73e8	__acrt_LCMapStringW	135				
1402e7470	FUN_1402e7470	379	FUN_1402e7470			
1402e75ec	FUN_1402e75ec	455	DLL;FUN_1402e75ec			
1402e77b4	FUN_1402e77b4	275	FUN_1402e77b4			
1402e78c8	FUN_1402e78c8	831	DLL;FUN_1402e78c8			
1402e7c08	FUN_1402e7c08	182	FUN_1402e7c08			
1402e7cc0	FUN_1402e7cc0	92				
1402e7d1c	GetStringTypeW	7	DLL			
1402e7d24	FUN_1402e7d24	208	FUN_1402e7d24			
1402e7df4	FUN_1402e7df4	272	FUN_1402e7df4			
1402e7f04	FUN_1402e7f04	4734	FUN_1402e7f04			
1402e9184	FUN_1402e9184	162				
1402e9228	FUN_1402e9228	8				
1402e9230	FUN_1402e9230	20				
1402e9244	FUN_1402e9244	95				
1402e92a4	FUN_1402e92a4	228	FUN_1402e92a4			
1402e938c	FUN_1402e938c	167	FUN_1402e938c			
1402e9434	common_sopen_dispatch<>	195				
1402e94f8	common_sopen_dispatch<>	195				
1402e95bc	FUN_1402e95bc	639	FUN_1402e95bc			
1402e983c	FUN_1402e983c	530	FUN_1402e983c			
1402e9a50	truncate_ctrl_z_if_present	193	truncate_ctrl_z_if_present			
1402e9b14	FUN_1402e9b14	283	FUN_1402e9b14			
1402e9c30	FID_conflict:_sopen_s	50				
1402e9c64	FUN_1402e9c64	1043	DLL;FUN_1402e9c64			
1402ea078	FID_conflict:_sopen_s	50				
1402ea0b0	FUN_1402ea0b0	9				
1402ea0c0	FUN_1402ea0c0	216	FUN_1402ea0c0			
1402ea1a0	FUN_1402ea1a0	85	FUN_1402ea1a0			
1402ea200	FUN_1402ea200	304	FUN_1402ea200			
1402ea330	FUN_1402ea330	115	FUN_1402ea330			
1402ea3a4	FUN_1402ea3a4	64	FUN_1402ea3a4			
1402ea3e4	common_getenv<>	93				
1402ea444	FUN_1402ea444	137	FUN_1402ea444			
1402ea4d0	FUN_1402ea4d0	152	FUN_1402ea4d0			
1402ea568	FUN_1402ea568	245	FUN_1402ea568			
1402ea660	thunk_FUN_1402ea568	5				
1402ea668	common_getenv<>	5				
1402ea670	FUN_1402ea670	916	FUN_1402ea670			
1402eaa10	FUN_1402eaa10	154	FUN_1402eaa10			
1402eaab0	FUN_1402eaab0	762	FUN_1402eaab0;switchD_1402eaaf2;switchD_1402eabab;switchD_1402eace8			
1402eae68	FUN_1402eae68	8				
1402eae70	_mbsdec_l	148				
1402eaf04	FUN_1402eaf04	20				
1402eaf20	FUN_1402eaf20	410	FUN_1402eaf20			
1402eb0c0	FUN_1402eb0c0	418	FUN_1402eb0c0			
1402eb264	FUN_1402eb264	415	DLL;FUN_1402eb264			
1402eb410	FUN_1402eb410	54				
1402eb448	FUN_1402eb448	339	FUN_1402eb448			
1402eb5a0	FUN_1402eb5a0	111				
1402eb610	FUN_1402eb610	32				
1402eb630	FUN_1402eb630	97	FUN_1402eb630			
1402eb6a0	FUN_1402eb6a0	81	FUN_1402eb6a0			
1402eb700	FUN_1402eb700	195				
1402eb7d0	FUN_1402eb7d0	1386	FUN_1402eb7d0			
1402ebd7c	FUN_1402ebd7c	152	FUN_1402ebd7c			
1402ebe14	FUN_1402ebe14	398	DLL;FUN_1402ebe14			
1402ebfa4	__dcrt_lowio_ensure_console_output_initialized	82	DLL			
1402ebff8	FUN_1402ebff8	28	DLL			
1402ec014	__dcrt_write_console	190	DLL			
1402ec0d4	FUN_1402ec0d4	21				
1402ec0ec	__acrt_CompareStringW	189				
1402ec1ac	FUN_1402ec1ac	911	DLL;FUN_1402ec1ac			
1402ec53c	__acrt_CompareStringA	137				
1402ec5d0	FUN_1402ec5d0	100				
1402ec640	thunk_FUN_1402ec650	5				
1402ec650	FUN_1402ec650	634	FUN_1402ec650			
1402ec8f0	FUN_1402ec8f0	257	FUN_1402ec8f0			
1402eca00	FUN_1402eca00	307	FUN_1402eca00			
1402ecb40	FUN_1402ecb40	320	FUN_1402ecb40			
1402ecc80	FUN_1402ecc80	19				
1402ecca0	FUN_1402ecca0	9				
1402eccf0	FUN_1402eccf0	178	FUN_1402eccf0			
1402ecdb0	FUN_1402ecdb0	32	FUN_1402ecdb0			
1402ecdd0	FUN_1402ecdd0	153	FUN_1402ecdd0			
1402ece70	FUN_1402ece70	32	FUN_1402ece70			
1402ece90	FUN_1402ece90	162	FUN_1402ece90			
1402ecf32	FUN_1402ecf32	121	FUN_1402ecf32			
1402ecfab	DelayLoad_PdhOpenQueryW	12				
1402ecfb7	DelayLoad_PdhAddCounterW	12				
1402ecfc3	DelayLoad_PdhCollectQueryDataEx	12				
1402ecfcf	DelayLoad_PdhGetFormattedCounterArrayW	12				
1402ecfdb	DelayLoad_PdhCloseQuery	12				
1402ecff0	FUN_1402ecff0	16				
1402ed010	FUN_1402ed010	8				
1402ed020	FUN_1402ed020	29				
1402ed040	FUN_1402ed040	399	FUN_1402ed040;switchD_1402ed16c			
1402ed220	__security_check_cookie	30				
1402ed240	FUN_1402ed240	104				
1402ed2c0	__chkstk	78				
1402ed310	FUN_1402ed310	67				
1402ed360	FUN_1402ed360	72	FUN_1402ed360			
1402ed3b0	FUN_1402ed3b0	43				
1402ed3e0	FUN_1402ed3e0	114				
1402ed460	FUN_1402ed460	104				
1402ed4d0	FUN_1402ed4d0	8				
1402ed4d8	HeapFree	6	DLL			
1402ed4de	HeapAlloc	6	DLL			
1402ed4e4	GetProcessHeap	6	DLL			
1402ed4ec	FUN_1402ed4ec	186				
1402ed5a8	FUN_1402ed5a8	158	DLL;FUN_1402ed5a8		GetProcAddress	
1402ed648	FUN_1402ed648	152	DLL;FUN_1402ed648			
1402ed6e0	FUN_1402ed6e0	145	FUN_1402ed6e0			
1402ed774	FUN_1402ed774	226	DLL;FUN_1402ed774			
1402ed858	FUN_1402ed858	169	FUN_1402ed858			
1402ed904	FUN_1402ed904	911	DLL;FUN_1402ed904		GetProcAddress	
1402edca0	FUN_1402edca0	74	FUN_1402edca0			
1402edcf0	FUN_1402edcf0	42	DLL;FUN_1402edcf0			
1402edd20	FUN_1402edd20	320				
1402ede60	FUN_1402ede60	133				
1402edef0	FUN_1402edef0	68				
1402edf40	FUN_1402edf40	100				
1402edfb0	FUN_1402edfb0	360	FUN_1402edfb0			
1402ee120	FUN_1402ee120	328	FUN_1402ee120			
1402ee270	FUN_1402ee270	185	FUN_1402ee270			
1402ee330	FUN_1402ee330	92	FUN_1402ee330			
1402ee390	FUN_1402ee390	103	FUN_1402ee390			
1402ee480	FUN_1402ee480	107	FUN_1402ee480			
1402ee500	FUN_1402ee500	78	FUN_1402ee500			
1402ee550	FUN_1402ee550	60	FUN_1402ee550			
1402ee5e0	FUN_1402ee5e0	222	FUN_1402ee5e0			
1402ee6c0	FUN_1402ee6c0	38				
1402ee6f0	FUN_1402ee6f0	198	FUN_1402ee6f0			
1402ee7c0	FUN_1402ee7c0	296	FUN_1402ee7c0			
1402ee8f0	FUN_1402ee8f0	160	FUN_1402ee8f0			
1402ee990	FUN_1402ee990	61	FUN_1402ee990			
1402ee9d0	FUN_1402ee9d0	363	FUN_1402ee9d0			
1402eeb40	FUN_1402eeb40	131	FUN_1402eeb40			
1402eebd0	FUN_1402eebd0	108	FUN_1402eebd0			
1402eec40	FUN_1402eec40	29				
1402eec60	FUN_1402eec60	29				
1402eec80	FUN_1402eec80	294	FUN_1402eec80			
1402eedb0	FUN_1402eedb0	153				
1402eee50	FUN_1402eee50	151				
1402eeef0	FUN_1402eeef0	281	FUN_1402eeef0			
1402ef010	FUN_1402ef010	265	FUN_1402ef010			
1402ef120	FUN_1402ef120	294	FUN_1402ef120			
1402ef250	FUN_1402ef250	310	FUN_1402ef250			
1402ef390	FUN_1402ef390	414	FUN_1402ef390			
1402ef530	FUN_1402ef530	45				
1402ef560	FUN_1402ef560	781	FUN_1402ef560			
1402ef870	FUN_1402ef870	410	FUN_1402ef870			
1402efa10	FUN_1402efa10	103				
1402efa80	FUN_1402efa80	220	FUN_1402efa80			
1402efb60	FUN_1402efb60	134	FUN_1402efb60			
1402efbf0	FUN_1402efbf0	405	FUN_1402efbf0			
1402efd90	FUN_1402efd90	287	FUN_1402efd90			
1402efeb0	FUN_1402efeb0	116	FUN_1402efeb0			
1402eff30	FUN_1402eff30	300	FUN_1402eff30			
1402f0060	FUN_1402f0060	53				
1402f00a0	FUN_1402f00a0	41				
1402f00d0	FUN_1402f00d0	61				
1402f0110	FUN_1402f0110	41				
1402f0140	FUN_1402f0140	46				
1402f0170	FUN_1402f0170	213				
1402f0250	FUN_1402f0250	453	FUN_1402f0250			
1402f0420	FUN_1402f0420	137	FUN_1402f0420			
1402f04b0	FUN_1402f04b0	153	FUN_1402f04b0			
1402f0550	FUN_1402f0550	178	FUN_1402f0550			
1402f0610	FUN_1402f0610	123	FUN_1402f0610			
1402f0690	FUN_1402f0690	67	FUN_1402f0690			
1402f06e0	FUN_1402f06e0	46				
1402f0710	FUN_1402f0710	36				
1402f0740	FUN_1402f0740	172				
1402f07f0	FUN_1402f07f0	119				
1402f0870	FUN_1402f0870	1089	FUN_1402f0870			
1402f0cc0	FUN_1402f0cc0	355	FUN_1402f0cc0			
1402f0e30	FUN_1402f0e30	230	FUN_1402f0e30			
1402f0f20	FUN_1402f0f20	46	FUN_1402f0f20			
1402f0f50	FUN_1402f0f50	69				
1402f0fa0	FUN_1402f0fa0	192				
1402f1060	FUN_1402f1060	63				
1402f10a0	FUN_1402f10a0	220	FUN_1402f10a0			
1402f1180	FUN_1402f1180	47				
1402f11b0	FUN_1402f11b0	126	FUN_1402f11b0			
1402f1230	FUN_1402f1230	34				
1402f1260	FUN_1402f1260	110	FUN_1402f1260			
1402f12d0	FUN_1402f12d0	2039	FUN_1402f12d0			
1402f1ad0	FUN_1402f1ad0	115				
1402f1b50	FUN_1402f1b50	82				
1402f1bb0	FUN_1402f1bb0	279				
1402f1cd0	FUN_1402f1cd0	145				
1402f1d70	FUN_1402f1d70	187	FUN_1402f1d70			
1402f1e30	FUN_1402f1e30	342	FUN_1402f1e30			
1402f1f90	FUN_1402f1f90	286	FUN_1402f1f90			
1402f20b0	FUN_1402f20b0	141	FUN_1402f20b0			
1402f2140	FUN_1402f2140	124				
1402f21c0	FUN_1402f21c0	31				
1402f21e0	FUN_1402f21e0	61	FUN_1402f21e0			
1402f2220	FUN_1402f2220	532	FUN_1402f2220			
1402f2440	FUN_1402f2440	157	FUN_1402f2440			
1402f24e0	FUN_1402f24e0	80	FUN_1402f24e0			
1402f2530	FUN_1402f2530	391	FUN_1402f2530			
1402f26c0	FUN_1402f26c0	19	FUN_1402f26c0			
1402f26e0	FUN_1402f26e0	184	FUN_1402f26e0			
1402f27a0	FUN_1402f27a0	920	FUN_1402f27a0			
1402f2b40	FUN_1402f2b40	184	FUN_1402f2b40			
1402f2c00	FUN_1402f2c00	1096	FUN_1402f2c00			
1402f3050	FUN_1402f3050	196	FUN_1402f3050			
1402f3120	FUN_1402f3120	615	FUN_1402f3120			
1402f3390	FUN_1402f3390	771	FUN_1402f3390			
1402f36a0	FUN_1402f36a0	228	FUN_1402f36a0			
1402f3790	FUN_1402f3790	54				
1402f37d0	FUN_1402f37d0	102				
1402f3840	FUN_1402f3840	154	FUN_1402f3840			
1402f38e0	FUN_1402f38e0	1389	FUN_1402f38e0			
1402f3e50	FUN_1402f3e50	1172	FUN_1402f3e50			
1402f42f0	FUN_1402f42f0	24				
